Local Time (Sensor),Date,Time,countlineName,direction,Car,Pedestrian,Cyclist,Motorbike,Bus,OGV1,OGV2,LGV
06/06/2019 19:00,06/06/2019,19:00:00,S16_PerneRoad_CAM003,in,505,19,54,6,5,4,0,38
06/06/2019 19:00,06/06/2019,19:00:00,S16_PerneRoad_CAM003,out,615,34,36,4,3,0,0,14
06/06/2019 20:00,06/06/2019,20:00:00,S16_PerneRoad_CAM003,in,405,17,44,7,2,2,0,24
06/06/2019 20:00,06/06/2019,20:00:00,S16_PerneRoad_CAM003,out,392,34,21,7,4,0,1,10
06/06/2019 21:00,06/06/2019,21:00:00,S16_PerneRoad_CAM003,in,274,13,20,6,2,1,0,14
06/06/2019 21:00,06/06/2019,21:00:00,S16_PerneRoad_CAM003,out,339,38,6,4,2,0,0,12
06/06/2019 22:00,06/06/2019,22:00:00,S16_PerneRoad_CAM003,in,222,6,9,8,2,1,0,8
06/06/2019 22:00,06/06/2019,22:00:00,S16_PerneRoad_CAM003,out,243,30,3,6,2,1,0,7
06/06/2019 23:00,06/06/2019,23:00:00,S16_PerneRoad_CAM003,in,118,1,3,2,1,0,1,7
06/06/2019 23:00,06/06/2019,23:00:00,S16_PerneRoad_CAM003,out,125,18,0,1,0,0,0,3
07/06/2019 00:00,07/06/2019,00:00:00,S16_PerneRoad_CAM003,in,58,1,1,4,0,0,0,7
07/06/2019 00:00,07/06/2019,00:00:00,S16_PerneRoad_CAM003,out,57,3,1,1,3,0,0,4
07/06/2019 01:00,07/06/2019,01:00:00,S16_PerneRoad_CAM003,in,35,0,1,0,0,1,0,0
07/06/2019 01:00,07/06/2019,01:00:00,S16_PerneRoad_CAM003,out,15,2,0,1,0,2,0,4
07/06/2019 02:00,07/06/2019,02:00:00,S16_PerneRoad_CAM003,in,12,0,2,2,0,2,2,1
07/06/2019 02:00,07/06/2019,02:00:00,S16_PerneRoad_CAM003,out,15,0,0,1,0,1,0,1
07/06/2019 03:00,07/06/2019,03:00:00,S16_PerneRoad_CAM003,in,19,0,3,0,0,1,0,2
07/06/2019 03:00,07/06/2019,03:00:00,S16_PerneRoad_CAM003,out,25,1,0,2,1,2,0,4
07/06/2019 04:00,07/06/2019,04:00:00,S16_PerneRoad_CAM003,in,21,1,3,0,0,1,0,5
07/06/2019 04:00,07/06/2019,04:00:00,S16_PerneRoad_CAM003,out,36,2,1,0,0,2,1,8
07/06/2019 05:00,07/06/2019,05:00:00,S16_PerneRoad_CAM003,in,60,1,1,0,0,3,1,6
07/06/2019 05:00,07/06/2019,05:00:00,S16_PerneRoad_CAM003,out,74,4,5,0,0,0,1,17
07/06/2019 06:00,07/06/2019,06:00:00,S16_PerneRoad_CAM003,in,190,8,17,4,3,4,3,37
07/06/2019 06:00,07/06/2019,06:00:00,S16_PerneRoad_CAM003,out,301,20,16,2,4,6,2,51
07/06/2019 07:00,07/06/2019,07:00:00,S16_PerneRoad_CAM003,in,432,10,31,7,2,7,3,84
07/06/2019 07:00,07/06/2019,07:00:00,S16_PerneRoad_CAM003,out,630,61,77,3,6,9,2,92
07/06/2019 08:00,07/06/2019,08:00:00,S16_PerneRoad_CAM003,in,553,27,51,6,6,5,3,72
07/06/2019 08:00,07/06/2019,08:00:00,S16_PerneRoad_CAM003,out,695,139,163,19,10,6,2,86
07/06/2019 09:00,07/06/2019,09:00:00,S16_PerneRoad_CAM003,in,544,19,30,2,11,10,0,85
07/06/2019 09:00,07/06/2019,09:00:00,S16_PerneRoad_CAM003,out,562,38,45,7,8,9,3,83
07/06/2019 10:00,07/06/2019,10:00:00,S16_PerneRoad_CAM003,in,586,15,24,11,4,16,0,83
07/06/2019 10:00,07/06/2019,10:00:00,S16_PerneRoad_CAM003,out,563,30,18,7,7,13,1,95
07/06/2019 11:00,07/06/2019,11:00:00,S16_PerneRoad_CAM003,in,622,12,17,5,7,14,4,68
07/06/2019 11:00,07/06/2019,11:00:00,S16_PerneRoad_CAM003,out,620,17,22,5,4,11,2,85
07/06/2019 12:00,07/06/2019,12:00:00,S16_PerneRoad_CAM003,in,607,14,21,4,6,9,2,97
07/06/2019 12:00,07/06/2019,12:00:00,S16_PerneRoad_CAM003,out,654,30,26,6,6,3,1,91
07/06/2019 13:00,07/06/2019,13:00:00,S16_PerneRoad_CAM003,in,612,20,24,10,7,6,0,71
07/06/2019 13:00,07/06/2019,13:00:00,S16_PerneRoad_CAM003,out,672,24,22,6,8,7,1,81
07/06/2019 14:00,07/06/2019,14:00:00,S16_PerneRoad_CAM003,in,543,13,19,5,6,8,1,83
07/06/2019 14:00,07/06/2019,14:00:00,S16_PerneRoad_CAM003,out,761,35,7,3,6,10,1,86
07/06/2019 15:00,07/06/2019,15:00:00,S16_PerneRoad_CAM003,in,579,35,70,6,12,10,1,69
07/06/2019 15:00,07/06/2019,15:00:00,S16_PerneRoad_CAM003,out,661,26,26,3,7,4,1,87
07/06/2019 16:00,07/06/2019,16:00:00,S16_PerneRoad_CAM003,in,627,25,43,7,9,4,1,53
07/06/2019 16:00,07/06/2019,16:00:00,S16_PerneRoad_CAM003,out,638,33,23,9,5,5,1,60
07/06/2019 17:00,07/06/2019,17:00:00,S16_PerneRoad_CAM003,in,628,32,56,7,5,1,0,53
07/06/2019 17:00,07/06/2019,17:00:00,S16_PerneRoad_CAM003,out,695,33,42,13,6,1,0,37
07/06/2019 18:00,07/06/2019,18:00:00,S16_PerneRoad_CAM003,in,602,13,70,12,4,0,0,40
07/06/2019 18:00,07/06/2019,18:00:00,S16_PerneRoad_CAM003,out,658,48,37,9,5,1,0,38
07/06/2019 19:00,07/06/2019,19:00:00,S16_PerneRoad_CAM003,in,503,20,55,8,8,1,1,24
07/06/2019 19:00,07/06/2019,19:00:00,S16_PerneRoad_CAM003,out,557,38,20,7,3,2,1,13
07/06/2019 20:00,07/06/2019,20:00:00,S16_PerneRoad_CAM003,in,403,7,27,6,5,2,0,27
07/06/2019 20:00,07/06/2019,20:00:00,S16_PerneRoad_CAM003,out,394,23,8,6,5,1,1,22
07/06/2019 21:00,07/06/2019,21:00:00,S16_PerneRoad_CAM003,in,264,3,10,9,2,1,0,14
07/06/2019 21:00,07/06/2019,21:00:00,S16_PerneRoad_CAM003,out,310,29,6,2,2,0,0,13
07/06/2019 22:00,07/06/2019,22:00:00,S16_PerneRoad_CAM003,in,229,3,6,11,2,2,0,11
07/06/2019 22:00,07/06/2019,22:00:00,S16_PerneRoad_CAM003,out,247,15,0,4,2,0,0,4
07/06/2019 23:00,07/06/2019,23:00:00,S16_PerneRoad_CAM003,in,141,3,6,11,0,0,0,5
07/06/2019 23:00,07/06/2019,23:00:00,S16_PerneRoad_CAM003,out,161,13,1,2,0,0,0,5
08/06/2019 00:00,08/06/2019,00:00:00,S16_PerneRoad_CAM003,in,80,3,1,2,0,0,0,4
08/06/2019 00:00,08/06/2019,00:00:00,S16_PerneRoad_CAM003,out,89,4,0,3,0,1,0,0
08/06/2019 01:00,08/06/2019,01:00:00,S16_PerneRoad_CAM003,in,53,0,0,0,0,2,0,2
08/06/2019 01:00,08/06/2019,01:00:00,S16_PerneRoad_CAM003,out,59,1,1,0,0,0,0,2
08/06/2019 02:00,08/06/2019,02:00:00,S16_PerneRoad_CAM003,in,27,0,0,0,0,1,1,4
