Typ gracza,Pieniądze na wstępie,Lekkomyślność,Rozrzutność,Minimalna oczekiwana ręka,Wynik_pieniężny_gra_1,Wynik_pieniężny_gra_2,Wynik_pieniężny_gra_3,Wynik_pieniężny_gra_4,Wynik_pieniężny_gra_5,Wynik_pieniężny_gra_6,Wynik_pieniężny_gra_7,Wynik_pieniężny_gra_8,Wynik_pieniężny_gra_9,Wynik_pieniężny_gra_10
CautiousPlayer,500,0.1,0.1,Four-of-a-Kind,1400,1350,1283,1233,353,303,253,203,203,203
CautiousPlayer,500,0.1,0.1,Straight flush,275,275,225,225,175,175,150,100,75,75
CautiousPlayer,500,0.1,0.1,Straight flush,450,400,350,350,350,350,300,275,225,225
CautiousPlayer,500,0.1,0.1,Straight flush,350,350,300,300,300,300,250,250,250,250
CautiousPlayer,500,0.1,0.5,High card,125,55,5,5,5,5,0,0,0,0
CautiousPlayer,500,0.1,0.5,High card,65,15,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.5,High card,136,65,15,15,15,15,15,15,15,15
CautiousPlayer,500,0.1,0.5,One pair,125,25,25,25,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.5,One pair,125,75,25,25,25,0,0,0,0,0
CautiousPlayer,500,0.1,0.5,One pair,2000,2075,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.5,Two pair,149,49,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.5,Two pair,14,14,14,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.5,Three-of-a-Kind,1905,1980,2055,2105,2130,2205,2230,0,0,0
CautiousPlayer,500,0.1,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.5,Three-of-a-Kind,2025,2100,2175,2225,2300,2325,2400,2475,2500,2575
CautiousPlayer,500,0.1,0.5,Straight,2125,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.5,Straight,65,15,15,15,15,15,0,0,0,0
CautiousPlayer,500,0.1,0.5,Straight,1600,2075,2150,2225,2300,2375,2450,2525,2550,0
CautiousPlayer,500,0.1,0.5,Flush,450,1421,356,306,256,206,156,106,56,6
CautiousPlayer,500,0.1,0.5,Flush,151,101,51,26,26,26,26,26,0,0
CautiousPlayer,500,0.1,0.5,Flush,1425,1275,1125,282,232,182,132,82,32,7
CautiousPlayer,500,0.1,0.5,Full house,1150,2947,3022,3433,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.5,Full house,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.5,Full house,65,15,15,15,15,15,15,15,15,15
CautiousPlayer,500,0.1,0.5,Four-of-a-Kind,450,1150,863,813,255,205,155,105,55,30
CautiousPlayer,500,0.1,0.5,Four-of-a-Kind,450,400,350,200,150,100,50,0,0,0
CautiousPlayer,500,0.1,0.5,Four-of-a-Kind,450,300,250,200,150,100,50,25,25,25
CautiousPlayer,500,0.1,0.5,Straight flush,450,400,1450,2130,2992,3229,3355,3480,3560,3684
CautiousPlayer,500,0.1,0.5,Straight flush,350,875,1805,2530,2805,3823,3923,3928,3928,3928
CautiousPlayer,500,0.1,0.5,Straight flush,450,300,250,200,150,100,50,50,0,0
CautiousPlayer,500,0.1,0.9,High card,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.9,High card,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.9,High card,237,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.9,One pair,242,26,26,26,26,26,0,0,0,0
CautiousPlayer,500,0.1,0.9,One pair,50,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.9,One pair,50,25,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.9,Two pair,50,25,25,25,25,0,0,0,0,0
CautiousPlayer,500,0.1,0.9,Two pair,10,10,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.9,Two pair,24,24,24,24,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.9,Three-of-a-Kind,10,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.9,Three-of-a-Kind,50,25,25,25,25,0,0,0,0,0
CautiousPlayer,500,0.1,0.9,Three-of-a-Kind,50,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.9,Straight,50,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.9,Straight,223,73,48,23,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.9,Straight,50,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.9,Flush,450,220,108,58,2178,1173,78,28,28,3
CautiousPlayer,500,0.1,0.9,Flush,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.9,Flush,24,24,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.9,Full house,350,300,165,115,65,15,0,0,0,0
CautiousPlayer,500,0.1,0.9,Full house,450,200,150,100,50,50,0,0,0,0
CautiousPlayer,500,0.1,0.9,Full house,50,50,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.1,0.9,Four-of-a-Kind,450,400,350,300,165,115,65,15,15,15
CautiousPlayer,500,0.1,0.9,Four-of-a-Kind,350,300,250,200,150,100,30,30,30,0
CautiousPlayer,500,0.1,0.9,Four-of-a-Kind,450,300,250,100,50,50,0,0,0,0
CautiousPlayer,500,0.1,0.9,Straight flush,450,400,350,300,250,200,150,100,50,25
CautiousPlayer,500,0.1,0.9,Straight flush,212,162,112,62,12,12,12,12,12,12
CautiousPlayer,500,0.1,0.9,Straight flush,1150,1575,2000,2425,2500,2575,2975,1609,2031,1120
CautiousPlayer,500,0.5,0.1,High card,275,225,175,125,75,25,25,25,25,25
CautiousPlayer,500,0.5,0.1,High card,350,1000,709,1554,2595,3214,3435,3674,3724,3760
CautiousPlayer,500,0.5,0.1,High card,215,37,37,12,12,0,0,0,0,0
CautiousPlayer,500,0.5,0.1,One pair,1325,2283,3295,3534,3609,3658,3733,3783,3808,3833
CautiousPlayer,500,0.5,0.1,One pair,275,90,40,40,40,40,40,15,0,0
CautiousPlayer,500,0.5,0.1,One pair,275,225,175,125,75,25,25,25,0,0
CautiousPlayer,500,0.5,0.1,Two pair,275,225,36,11,11,0,0,0,0,0
CautiousPlayer,500,0.5,0.1,Two pair,275,456,246,96,46,46,46,46,46,21
CautiousPlayer,500,0.5,0.1,Two pair,215,165,115,65,15,0,0,0,0,0
CautiousPlayer,500,0.5,0.1,Three-of-a-Kind,1300,1111,2344,2937,3012,3087,3112,3488,3494,3569
CautiousPlayer,500,0.5,0.1,Three-of-a-Kind,1450,1300,1980,2055,2130,3197,3590,3640,3665,3694
CautiousPlayer,500,0.5,0.1,Three-of-a-Kind,1530,1302,120,70,20,20,20,0,0,0
CautiousPlayer,500,0.5,0.1,Straight,1395,2450,2500,2575,2650,2725,2799,2824,2899,3550
CautiousPlayer,500,0.5,0.1,Straight,1528,3153,3678,3682,3732,3807,3843,3872,3872,3922
CautiousPlayer,500,0.5,0.1,Straight,275,67,17,17,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.1,Flush,275,225,200,150,100,50,25,25,0,0
CautiousPlayer,500,0.5,0.1,Flush,1250,1061,2365,2832,3482,3507,3582,3643,3716,3764
CautiousPlayer,500,0.5,0.1,Flush,215,165,115,65,40,40,15,15,15,15
CautiousPlayer,500,0.5,0.1,Full house,450,1127,1077,567,214,144,94,44,44,44
CautiousPlayer,500,0.5,0.1,Full house,350,1068,918,791,228,228,178,128,78,28
CautiousPlayer,500,0.5,0.1,Full house,275,70,20,20,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.1,Four-of-a-Kind,1555,3345,3700,3770,3910,3935,3960,3980,3980,3980
CautiousPlayer,500,0.5,0.1,Four-of-a-Kind,350,200,130,130,130,130,130,80,30,30
CautiousPlayer,500,0.5,0.1,Four-of-a-Kind,1100,950,800,750,1500,1450,2225,1984,1885,1541
CautiousPlayer,500,0.5,0.1,Straight flush,1745,1484,1434,2211,2751,2601,2551,2501,2932,2605
CautiousPlayer,500,0.5,0.1,Straight flush,1575,1473,1323,1273,1223,1073,1023,973,923,325
CautiousPlayer,500,0.5,0.1,Straight flush,450,1547,2704,3123,3513,3774,3789,3889,3906,3924
CautiousPlayer,500,0.5,0.5,High card,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,High card,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,High card,65,15,15,15,15,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,One pair,2075,2125,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,One pair,125,55,5,5,5,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,One pair,65,15,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,Two pair,125,55,5,5,5,5,5,5,5,5
CautiousPlayer,500,0.5,0.5,Two pair,125,55,5,5,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,Two pair,71,21,21,21,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,Three-of-a-Kind,125,75,25,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,Straight,71,21,21,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,Straight,125,55,30,5,5,5,5,5,0,0
CautiousPlayer,500,0.5,0.5,Straight,65,15,15,15,15,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,Flush,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,Flush,1575,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,Flush,65,15,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,Full house,71,21,21,21,21,21,21,21,0,0
CautiousPlayer,500,0.5,0.5,Full house,1725,1557,2435,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,Full house,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,Four-of-a-Kind,152,2,2,2,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,Four-of-a-Kind,2325,2375,2400,2825,2850,3250,3475,3500,3625,3650
CautiousPlayer,500,0.5,0.5,Four-of-a-Kind,2400,2475,2900,3300,3375,3425,3800,3900,3950,3975
CautiousPlayer,500,0.5,0.5,Straight flush,450,1782,2700,3025,3100,3225,3251,3326,3401,3526
CautiousPlayer,500,0.5,0.5,Straight flush,65,15,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.5,Straight flush,1025,732,401,351,264,214,164,114,64,14
CautiousPlayer,500,0.5,0.9,High card,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,High card,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,High card,50,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,One pair,50,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,One pair,50,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,One pair,50,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Two pair,24,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Three-of-a-Kind,50,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Three-of-a-Kind,50,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Three-of-a-Kind,248,26,26,26,26,1,1,0,0,0
CautiousPlayer,500,0.5,0.9,Straight,50,25,25,25,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Straight,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Straight,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Flush,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Flush,10,10,10,10,10,10,0,0,0,0
CautiousPlayer,500,0.5,0.9,Flush,248,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Full house,149,49,49,49,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Full house,230,180,99,29,29,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Full house,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Four-of-a-Kind,248,198,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Four-of-a-Kind,450,46,46,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Four-of-a-Kind,50,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Straight flush,450,400,207,157,107,57,32,0,0,0
CautiousPlayer,500,0.5,0.9,Straight flush,149,99,49,49,24,0,0,0,0,0
CautiousPlayer,500,0.5,0.9,Straight flush,10,10,10,10,10,10,0,0,0,0
CautiousPlayer,500,0.9,0.1,High card,1950,1975,2445,2455,2530,2605,2680,2755,2805,2830
CautiousPlayer,500,0.9,0.1,High card,1862,2703,2778,2853,2928,3146,3221,3296,3321,3396
CautiousPlayer,500,0.9,0.1,High card,1300,1105,310,260,210,160,110,60,10,10
CautiousPlayer,500,0.9,0.1,One pair,89,39,39,39,14,14,14,14,14,14
CautiousPlayer,500,0.9,0.1,One pair,1300,964,1870,2571,3170,3195,3245,3295,3370,3445
CautiousPlayer,500,0.9,0.1,One pair,1320,2375,3394,3419,3494,3521,3596,3671,3746,3773
CautiousPlayer,500,0.9,0.1,Two pair,275,205,155,105,55,5,5,5,5,0
CautiousPlayer,500,0.9,0.1,Two pair,1325,1067,908,272,222,172,122,72,22,22
CautiousPlayer,500,0.9,0.1,Two pair,1425,2705,2780,2855,2905,2962,3012,3087,3162,3237
CautiousPlayer,500,0.9,0.1,Three-of-a-Kind,706,1831,3029,3104,3169,3244,3309,3549,3574,3649
CautiousPlayer,500,0.9,0.1,Three-of-a-Kind,1150,970,760,1695,2932,2982,3057,3414,3439,3514
CautiousPlayer,500,0.9,0.1,Three-of-a-Kind,1135,943,1865,2686,2761,3476,3501,3576,3631,3706
CautiousPlayer,500,0.9,0.1,Straight,149,99,49,49,24,24,0,0,0,0
CautiousPlayer,500,0.9,0.1,Straight,290,240,190,140,90,40,40,15,15,15
CautiousPlayer,500,0.9,0.1,Straight,212,162,112,62,12,12,12,12,12,0
CautiousPlayer,500,0.9,0.1,Flush,290,150,100,50,25,25,25,25,25,25
CautiousPlayer,500,0.9,0.1,Flush,1560,2883,2958,3000,3075,3631,3687,3712,3787,3854
CautiousPlayer,500,0.9,0.1,Flush,1480,2255,2330,2405,3455,3530,3580,3640,3715,3765
CautiousPlayer,500,0.9,0.1,Full house,350,127,77,27,27,27,27,27,27,27
CautiousPlayer,500,0.9,0.1,Full house,1455,2250,2325,2400,2450,2525,2600,2675,2750,2825
CautiousPlayer,500,0.9,0.1,Full house,350,167,117,117,67,17,17,17,17,17
CautiousPlayer,500,0.9,0.1,Four-of-a-Kind,1500,2115,1800,2394,2757,2953,3337,3744,3769,3819
CautiousPlayer,500,0.9,0.1,Four-of-a-Kind,1275,1125,1675,1294,273,223,173,123,73,23
CautiousPlayer,500,0.9,0.1,Four-of-a-Kind,1575,3187,3421,3496,3571,3644,3717,3792,3832,3855
CautiousPlayer,500,0.9,0.1,Straight flush,275,1025,716,267,217,167,117,67,17,17
CautiousPlayer,500,0.9,0.1,Straight flush,1062,425,215,165,115,65,15,15,15,0
CautiousPlayer,500,0.9,0.1,Straight flush,149,99,49,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,High card,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,High card,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,High card,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,One pair,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,One pair,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,One pair,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,Two pair,125,55,5,5,5,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,Straight,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,Straight,125,55,5,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,Straight,1725,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,Flush,125,57,7,7,7,7,0,0,0,0
CautiousPlayer,500,0.9,0.5,Flush,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,Flush,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,Full house,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,Full house,500,375,96,46,21,21,21,21,21,21
CautiousPlayer,500,0.9,0.5,Full house,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,Four-of-a-Kind,2175,2250,2275,2325,2400,2475,2800,2825,2900,2975
CautiousPlayer,500,0.9,0.5,Four-of-a-Kind,65,15,15,15,15,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,Four-of-a-Kind,125,75,25,25,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.5,Straight flush,933,123,73,73,48,48,48,48,48,23
CautiousPlayer,500,0.9,0.5,Straight flush,65,15,15,15,15,15,15,15,15,15
CautiousPlayer,500,0.9,0.5,Straight flush,11,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,High card,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,High card,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,High card,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,One pair,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,One pair,212,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,One pair,50,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Straight,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Straight,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Straight,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Flush,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Flush,50,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Flush,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Full house,212,162,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Full house,350,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Full house,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Four-of-a-Kind,450,198,109,59,9,9,0,0,0,0
CautiousPlayer,500,0.9,0.9,Four-of-a-Kind,50,50,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Four-of-a-Kind,230,127,77,27,2,2,2,0,0,0
CautiousPlayer,500,0.9,0.9,Straight flush,50,0,0,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Straight flush,248,98,48,0,0,0,0,0,0,0
CautiousPlayer,500,0.9,0.9,Straight flush,50,0,0,0,0,0,0,0,0,0
CautiousPlayer,2500,0.1,0.1,High card,8200,16695,18509,18579,18654,18729,18754,18774,18799,18874
CautiousPlayer,2500,0.1,0.1,High card,1249,1199,1149,1099,1049,997,947,877,827,777
CautiousPlayer,2500,0.1,0.1,High card,940,890,840,790,740,690,640,590,540,356
CautiousPlayer,2500,0.1,0.1,One pair,6995,5945,11975,9920,12466,14521,17417,18361,18436,18511
CautiousPlayer,2500,0.1,0.1,One pair,975,925,875,784,358,308,258,208,158,108
CautiousPlayer,2500,0.1,0.1,One pair,1000,950,855,805,755,705,655,605,551,501
CautiousPlayer,2500,0.1,0.1,Two pair,1000,210,160,110,60,10,10,0,0,0
CautiousPlayer,2500,0.1,0.1,Two pair,1000,950,440,390,320,270,220,170,120,70
CautiousPlayer,2500,0.1,0.1,Two pair,5625,9353,7892,11260,13094,15725,16633,18415,18490,18540
CautiousPlayer,2500,0.1,0.1,Three-of-a-Kind,1315,78,28,28,28,28,28,28,28,28
CautiousPlayer,2500,0.1,0.1,Three-of-a-Kind,1312,288,238,188,138,88,38,38,38,38
CautiousPlayer,2500,0.1,0.1,Three-of-a-Kind,1312,1262,1212,1162,1112,78,28,28,28,28
CautiousPlayer,2500,0.1,0.1,Straight,950,900,830,780,730,680,630,580,530,480
CautiousPlayer,2500,0.1,0.1,Straight,8021,6818,9953,14259,17183,17233,17308,17383,17458,17483
CautiousPlayer,2500,0.1,0.1,Straight,6625,5572,11985,14447,16016,16941,17016,17066,17141,17216
CautiousPlayer,2500,0.1,0.1,Flush,7075,5872,1635,222,172,122,122,72,22,22
CautiousPlayer,2500,0.1,0.1,Flush,2450,5035,4282,2242,2192,2083,2033,1908,1813,1763
CautiousPlayer,2500,0.1,0.1,Flush,1315,717,667,113,113,63,63,13,13,13
CautiousPlayer,2500,0.1,0.1,Full house,1249,1199,97,47,0,0,0,0,0,0
CautiousPlayer,2500,0.1,0.1,Full house,1000,950,900,850,800,750,700,650,600,550
CautiousPlayer,2500,0.1,0.1,Full house,2450,7775,11810,13947,16861,18712,18762,18837,18912,18987
CautiousPlayer,2500,0.1,0.1,Four-of-a-Kind,2450,2400,2350,2300,2250,2200,2150,2100,2050,2000
CautiousPlayer,2500,0.1,0.1,Four-of-a-Kind,2450,2400,2350,2300,2250,2200,2150,2100,2050,2000
CautiousPlayer,2500,0.1,0.1,Four-of-a-Kind,2450,2400,2350,2233,2122,2072,2022,1972,1922,1826
CautiousPlayer,2500,0.1,0.1,Straight flush,2450,2400,2350,2300,191,191,191,191,141,91
CautiousPlayer,2500,0.1,0.1,Straight flush,2450,2400,2350,2300,2250,2200,2090,2040,1990,1940
CautiousPlayer,2500,0.1,0.1,Straight flush,2450,2400,2350,2300,2250,1957,1907,1857,1807,1757
CautiousPlayer,2500,0.1,0.5,High card,625,0,0,0,0,0,0,0,0,0
CautiousPlayer,2500,0.1,0.5,High card,625,469,352,264,214,164,114,64,14,14
CautiousPlayer,2500,0.1,0.5,High card,625,469,352,264,214,164,114,64,14,14
CautiousPlayer,2500,0.1,0.5,One pair,625,469,352,246,196,146,96,46,0,0
CautiousPlayer,2500,0.1,0.5,One pair,571,429,0,0,0,0,0,0,0,0
CautiousPlayer,2500,0.1,0.5,One pair,0,0,0,0,0,0,0,0,0,0
CautiousPlayer,2500,0.1,0.5,Two pair,565,169,99,49,49,49,49,49,49,49
CautiousPlayer,2500,0.1,0.5,Two pair,625,469,352,227,177,127,77,27,2,2
CautiousPlayer,2500,0.1,0.5,Two pair,565,262,212,162,112,62,37,37,37,37
CautiousPlayer,2500,0.1,0.5,Three-of-a-Kind,565,387,291,241,181,131,61,11,11,0
CautiousPlayer,2500,0.1,0.5,Three-of-a-Kind,571,391,294,244,194,124,74,24,0,0
CautiousPlayer,2500,0.1,0.5,Three-of-a-Kind,565,405,304,228,178,128,78,28,28,28
CautiousPlayer,2500,0.1,0.5,Straight,565,424,281,231,136,86,36,36,36,11
CautiousPlayer,2500,0.1,0.5,Straight,505,379,285,235,185,135,85,35,35,0
CautiousPlayer,2500,0.1,0.5,Straight,571,0,0,0,0,0,0,0,0,0
CautiousPlayer,2500,0.1,0.5,Flush,454,322,242,192,142,92,42,42,0,0
CautiousPlayer,2500,0.1,0.5,Flush,454,404,303,253,203,133,83,33,33,33
CautiousPlayer,2500,0.1,0.5,Flush,625,0,0,0,0,0,0,0,0,0
CautiousPlayer,2500,0.1,0.5,Full house,571,521,354,304,254,204,154,104,54,54
